2.71828,3.07922,3.48129,3.92071,4.39042,4.87977,5.37436,5.85645,6.30581,
2.39888,2.58325,2.73287,2.84804,3.70366,3.56755,4.30754,4.9882,5.56486,
2.117,2.201,2.1001,1.116,4.08675,1.4514,3.36332,4.2759,4.91097,
1.86825,2.07333,2.42218,0.036018,0.0417396,0.0500065,3.47429,3.88695,4.33391,
1.64872,1.86342,2.11135,0.0218793,0.00118739,0.0332214,3.21753,3.50417,3.82467,
1.45499,1.67453,1.94908,0.0393769,0.0218989,0.0534205,2.8717,3.12326,3.37526,
1.28403,1.47853,1.70164,1.94483,2.0959,2.41524,2.57158,2.77341,2.97865,
1.13315,1.29619,1.47759,1.67017,1.85423,2.07259,2.25984,2.44796,2.62865,
1,1.13278,1.2807,1.44235,1.61515,1.79517,1.97712,2.15447,2.31978,
