u1,u2
0.994,0
0.993963,-0.000974006
0.993852,-0.00193685
0.993674,-0.00287853
0.993435,-0.00379116
0.993143,-0.00466938
0.992806,-0.00551019
0.992434,-0.00631256
0.992033,-0.0070769
0.991608,-0.00780454
0.991166,-0.00849738
0.990711,-0.0091576
0.990244,-0.00978745
0.98977,-0.0103892
0.98929,-0.0109648
0.988807,-0.0115165
0.988321,-0.012046
0.987833,-0.0125549
0.987345,-0.0130448
0.986856,-0.0135171
0.986368,-0.0139731
0.985882,-0.0144138
0.985396,-0.0148403
0.984912,-0.0152536
0.98443,-0.0156544
0.98395,-0.0160437
0.983472,-0.016422
0.982996,-0.01679
0.982522,-0.0171483
0.982051,-0.0174974
0.981582,-0.0178379
0.981115,-0.0181701
0.980651,-0.0184946
0.980189,-0.0188117
0.979729,-0.0191217
0.979271,-0.019425
0.978816,-0.0197219
0.978364,-0.0200126
0.977913,-0.0202975
0.977465,-0.0205768
0.977018,-0.0208507
0.976574,-0.0211194
0.976133,-0.0213832
0.975693,-0.0216422
0.975255,-0.0218967
0.974819,-0.0221467
0.974386,-0.0223924
0.973954,-0.022634
0.973524,-0.0228717
0.973096,-0.0231055
0.97267,-0.0233356
0.972245,-0.0235621
0.971823,-0.0237851
0.971402,-0.0240048
0.970983,-0.0242212
0.970566,-0.0244343
0.97015,-0.0246444
0.969736,-0.0248516
0.969323,-0.0250557
0.968912,-0.0252571
0.968503,-0.0254557
0.968095,-0.0256516
0.967689,-0.0258449
0.967284,-0.0260356
0.966881,-0.0262238
0.966479,-0.0264096
0.966078,-0.0265931
0.965679,-0.0267742
0.965281,-0.0269531
0.964885,-0.0271297
0.964489,-0.0273042
0.964095,-0.0274766
0.963703,-0.0276469
0.963311,-0.0278152
0.962921,-0.0279815
0.962532,-0.0281458
0.962144,-0.0283083
0.961758,-0.0284688
0.961372,-0.0286276
0.960988,-0.0287845
0.960605,-0.0289397
0.960222,-0.0290932
0.959841,-0.029245
0.959461,-0.0293951
0.959083,-0.0295436
0.958705,-0.0296904
0.958328,-0.0298357
0.957952,-0.0299794
0.957577,-0.0301216
0.957203,-0.0302623
0.95683,-0.0304016
0.956458,-0.0305393
0.956087,-0.0306757
0.955717,-0.0308106
0.955348,-0.0309442
0.954979,-0.0310763
0.954612,-0.0312072
0.954245,-0.0313367
0.95388,-0.0314649
0.953515,-0.0315918
0.953151,-0.0317174
0.952788,-0.0318418
0.952425,-0.031965
0.952064,-0.0320869
0.951703,-0.0322077
0.951343,-0.0323272
0.950984,-0.0324456
0.950625,-0.0325628
0.950268,-0.0326789
0.949911,-0.0327939
0.949555,-0.0329077
