u1,u2
0.994,0
0.993685,-0.00282801
0.992855,-0.00539674
0.991487,-0.00800113
0.98949,-0.0107294
0.986824,-0.0135491
0.98333,-0.0165338
0.978734,-0.019776
0.972649,-0.0233477
0.964524,-0.0272894
0.953572,-0.0315714
0.938644,-0.0359947
0.918039,-0.0399571
0.889191,-0.0419154
0.848098,-0.0381462
0.787923,-0.0197502
0.693609,0.035898
0.572537,0.137997
0.448694,0.247431
0.314923,0.346939
0.17128,0.425458
0.0169188,0.48108
-0.131586,0.513686
-0.284394,0.535313
-0.426975,0.556941
-0.545855,0.591968
-0.638445,0.655256
-0.687531,0.758606
-0.664601,0.898829
-0.54917,1.04152
-0.353827,1.13218
-0.138154,1.12363
0.000901489,1.0242
0.0296452,0.90125
-0.0186227,0.777859
-0.1186,0.654822
-0.242096,0.526984
-0.358821,0.39376
-0.456123,0.253732
-0.535103,0.102461
-0.593607,-0.0422505
-0.647581,-0.188983
-0.707657,-0.319363
-0.784256,-0.413392
-0.889989,-0.459233
-1.02315,-0.43092
-1.15456,-0.308153
-1.23627,-0.100608
-1.22534,0.151005
-1.10979,0.364548
-0.948576,0.457844
-0.81675,0.436379
-0.72108,0.341997
-0.651195,0.19907
-0.58968,0.0321103
-0.521834,-0.131073
-0.439681,-0.280358
-0.338916,-0.418687
-0.234734,-0.535122
-0.126,-0.647623
-0.033185,-0.757456
0.0211922,-0.864319
0.0228003,-0.974623
-0.0492228,-1.07672
-0.200516,-1.13768
-0.401188,-1.11967
-0.590951,-1.00491
-0.682706,-0.850591
-0.674658,-0.708539
-0.58955,-0.61357
-0.45814,-0.562942
-0.300474,-0.536948
-0.135051,-0.51405
0.0284755,-0.477744
0.182258,-0.420568
0.326962,-0.339364
0.448926,-0.247838
0.564778,-0.145971
0.675293,-0.0510591
0.781975,0.0156287
0.846086,0.0361997
0.882985,0.0402611
0.910101,0.0393609
0.930423,0.0363655
0.945931,0.0325888
0.957846,0.0286556
0.967041,0.0248499
0.974151,0.0212833
0.979655,0.0179787
0.983911,0.0149127
0.987187,0.0120376
0.989674,0.00929352
0.991487,0.00662672
0.992679,0.00401236
0.993276,0.00145031
0.993308,-0.00103626
0.992822,-0.00343854
