u1,u2
0.994,0
0.993981,-0.000682368
0.993926,-0.00136067
0.993835,-0.00203123
0.993712,-0.00269077
0.993558,-0.00333659
0.993377,-0.00396656
0.99317,-0.00457918
0.992942,-0.0051735
0.992694,-0.00574902
0.99243,-0.00630568
0.992152,-0.00684367
0.991862,-0.00736344
0.991561,-0.00786556
0.991252,-0.00835072
0.990937,-0.00881968
0.990615,-0.0092732
0.990288,-0.00971205
0.989958,-0.010137
0.989624,-0.0105488
0.989288,-0.0109481
0.98895,-0.0113357
0.988611,-0.0117121
0.988271,-0.0120779
0.98793,-0.0124338
0.987588,-0.0127802
0.987247,-0.0131176
0.986905,-0.0134466
0.986564,-0.0137674
0.986223,-0.0140805
0.985883,-0.0143864
0.985543,-0.0146852
0.985204,-0.0149775
0.984866,-0.0152633
0.984529,-0.0155432
0.984193,-0.0158172
0.983858,-0.0160858
0.983524,-0.016349
0.983191,-0.0166071
0.982859,-0.0168604
0.982528,-0.0171089
0.982198,-0.017353
0.981869,-0.0175927
0.981542,-0.0178283
0.981216,-0.0180599
0.98089,-0.0182876
0.980567,-0.0185115
0.980244,-0.0187319
0.979922,-0.0189488
0.979601,-0.0191623
0.979282,-0.0193726
0.978964,-0.0195797
0.978647,-0.0197837
0.978331,-0.0199848
0.978016,-0.0201831
0.977702,-0.0203785
0.977389,-0.0205713
0.977078,-0.0207614
0.976767,-0.020949
0.976458,-0.0211341
0.976149,-0.0213168
0.975842,-0.0214971
0.975535,-0.0216752
0.97523,-0.021851
0.974925,-0.0220247
0.974622,-0.0221963
0.974319,-0.0223658
0.974018,-0.0225333
0.973717,-0.0226988
0.973418,-0.0228625
0.973119,-0.0230242
0.972821,-0.0231842
0.972524,-0.0233423
0.972228,-0.0234987
0.971933,-0.0236534
0.971639,-0.0238064
0.971346,-0.0239578
0.971053,-0.0241076
0.970762,-0.0242558
0.970471,-0.0244025
0.970181,-0.0245476
0.969892,-0.0246913
0.969603,-0.0248336
0.969315,-0.0249744
0.969029,-0.0251139
0.968743,-0.025252
0.968457,-0.0253887
0.968173,-0.0255241
0.967889,-0.0256583
0.967606,-0.0257911
0.967323,-0.0259227
0.967042,-0.0260531
0.966761,-0.0261823
0.96648,-0.0263103
0.966201,-0.0264372
0.965922,-0.0265629
0.965644,-0.0266874
0.965366,-0.0268109
0.965089,-0.0269333
0.964813,-0.0270546
0.964538,-0.0271748
0.964263,-0.027294
0.963988,-0.0274122
0.963715,-0.0275294
0.963442,-0.0276455
0.963169,-0.0277607
0.962897,-0.027875
0.962626,-0.0279882
0.962355,-0.0281006
0.962085,-0.028212
0.961816,-0.0283225
0.961547,-0.0284321
0.961278,-0.0285408
0.961011,-0.0286487
0.960743,-0.0287556
0.960477,-0.0288618
0.96021,-0.028967
0.959945,-0.0290715
0.95968,-0.0291751
0.959415,-0.0292779
0.959151,-0.02938
0.958888,-0.0294812
0.958624,-0.0295816
0.958362,-0.0296813
0.9581,-0.0297802
0.957838,-0.0298784
0.957577,-0.0299758
0.957317,-0.0300725
0.957057,-0.0301684
0.956797,-0.0302637
0.956538,-0.0303582
0.956279,-0.030452
0.956021,-0.0305451
0.955763,-0.0306376
0.955506,-0.0307293
0.955249,-0.0308204
0.954993,-0.0309108
0.954737,-0.0310006
0.954481,-0.0310897
0.954226,-0.0311781
0.953971,-0.0312659
0.953717,-0.0313531
0.953463,-0.0314397
0.95321,-0.0315256
0.952957,-0.0316109
0.952704,-0.0316956
0.952452,-0.0317797
0.9522,-0.0318633
0.951949,-0.0319462
0.951698,-0.0320285
0.951447,-0.0321103
0.951197,-0.0321915
0.950947,-0.0322721
0.950698,-0.0323521
0.950448,-0.0324316
0.9502,-0.0325105
0.949951,-0.0325889
0.949703,-0.0326667
0.949456,-0.032744
0.949209,-0.0328208
0.948962,-0.032897
0.948715,-0.0329727
0.948469,-0.0330479
0.948223,-0.0331226
0.947978,-0.0331967
0.947733,-0.0332704
0.947488,-0.0333435
0.947243,-0.0334161
