u1,u2
0.879779,0
0.879776,-0.00379611
0.879642,-0.0226396
0.877742,-0.0633664
0.869457,-0.103242
0.829659,-0.14914
0.757845,-0.150453
0.667421,-0.102116
0.577108,-0.0262658
0.488859,0.0554288
0.399397,0.132152
0.306381,0.197885
0.208893,0.248616
0.107402,0.281357
-0.00674143,0.294199
-0.112015,0.283695
-0.211245,0.253714
-0.310155,0.203605
-0.408992,0.132878
-0.490464,0.0602671
-0.562254,-0.010984
-0.63032,-0.079129
-0.696355,-0.138455
-0.759393,-0.181217
-0.813462,-0.19928
-0.843152,-0.18871
-0.813071,-0.16087
-0.736671,-0.158749
-0.634647,-0.182593
-0.52264,-0.221035
-0.409637,-0.260264
-0.297806,-0.291476
-0.187578,-0.309544
-0.079875,-0.311172
0.0234461,-0.294356
0.127087,-0.254859
0.213727,-0.199105
0.28855,-0.127936
0.356118,-0.0372466
0.41261,0.0662541
0.454603,0.163248
0.4907,0.256334
0.526076,0.344129
0.564232,0.420963
0.606377,0.47825
0.647447,0.505026
0.667892,0.49114
0.635499,0.451139
0.5565,0.41692
0.450391,0.395818
0.336456,0.382469
0.225272,0.368822
0.120411,0.349139
0.0235413,0.319964
-0.0638085,0.279342
-0.139723,0.226594
-0.208273,0.154537
-0.255444,0.0770309
-0.285852,-0.00575036
-0.302228,-0.0977135
-0.304377,-0.200322
-0.294689,-0.298722
-0.278406,-0.392179
-0.259332,-0.484077
-0.242055,-0.573947
-0.232386,-0.65875
-0.236421,-0.732035
-0.257292,-0.782243
-0.287583,-0.790945
-0.294152,-0.742846
-0.255942,-0.670459
-0.184829,-0.592395
-0.100461,-0.516678
-0.0174467,-0.44333
0.0575616,-0.36959
0.121214,-0.293406
0.171331,-0.213769
0.206095,-0.130827
0.224142,-0.0458146
0.224498,0.044297
0.207807,0.127229
0.17556,0.207743
0.126063,0.28934
0.0645034,0.365271
-0.000926416,0.431918
-0.0692786,0.494425
-0.138035,0.555749
-0.202179,0.61753
-0.254297,0.679975
-0.285087,0.739761
-0.285976,0.785866
-0.256082,0.791525
-0.229567,0.738081
-0.226615,0.646004
-0.243681,0.536345
-0.267983,0.424427
-0.289271,0.315824
-0.301747,0.211456
-0.302018,0.111715
-0.287977,0.0175419
-0.258619,-0.0692622
-0.209405,-0.153123
-0.149033,-0.219159
-0.0778785,-0.272148
0.00757133,-0.315366
0.105515,-0.34777
0.200997,-0.368123
0.294681,-0.381776
0.387641,-0.393096
0.477391,-0.40626
0.558781,-0.425617
0.623443,-0.454139
0.659357,-0.489354
0.651087,-0.514109
0.606077,-0.492254
0.554954,-0.422592
0.508854,-0.321797
0.466547,-0.209495
0.422672,-0.099276
0.372287,0.00308986
0.312218,0.0946397
0.240993,0.17279
0.158605,0.235088
0.0618186,0.281138
-0.0366498,0.305499
-0.141347,0.311812
-0.257797,0.29972
-0.367741,0.273891
-0.465529,0.242933
-0.558229,0.210802
-0.646523,0.182644
-0.727772,0.164873
-0.795552,0.163664
-0.837784,0.180964
-0.834293,0.205415
-0.781134,0.200923
-0.705528,0.155687
-0.622669,0.0808229
-0.538711,-0.00524184
-0.453688,-0.0886226
-0.365345,-0.162297
-0.272192,-0.222097
-0.1741,-0.264922
-0.072122,-0.288471
0.036343,-0.29104
0.137554,-0.27289
0.237308,-0.235426
0.340595,-0.175993
0.431245,-0.107519
0.508796,-0.0397563
0.581766,0.0264856
0.653644,0.0863785
0.726244,0.131684
0.79798,0.149527
0.858324,0.122454
0.881891,0.0725471
0.89039,0.0239443
0.896633,-0.0147981
0.905706,-0.0546911
