u1,u2
0.994,0
0.993987,-0.000568909
0.993949,-0.00113554
0.993886,-0.00169766
0.9938,-0.00225322
0.993691,-0.0028005
0.993561,-0.00333802
0.993412,-0.00386457
0.993245,-0.00437926
0.993062,-0.00488147
0.992865,-0.00537082
0.992656,-0.00584711
0.992435,-0.00631035
0.992204,-0.00676067
0.991965,-0.0071983
0.991718,-0.00762356
0.991465,-0.00803683
0.991206,-0.00843851
0.990943,-0.00882903
0.990675,-0.00920885
0.990404,-0.00957841
0.99013,-0.00993815
0.989853,-0.0102885
0.989575,-0.0106299
0.989295,-0.0109627
0.989013,-0.0112874
0.98873,-0.0116042
0.988447,-0.0119136
0.988163,-0.0122158
0.987878,-0.0125113
0.987594,-0.0128003
0.987309,-0.013083
0.987024,-0.0133597
0.98674,-0.0136308
0.986455,-0.0138964
0.986171,-0.0141568
0.985887,-0.0144121
0.985604,-0.0146626
0.985321,-0.0149084
0.985039,-0.0151498
0.984757,-0.0153869
0.984476,-0.0156199
0.984196,-0.0158488
0.983916,-0.016074
0.983637,-0.0162954
0.983359,-0.0165133
0.983082,-0.0167277
0.982805,-0.0169388
0.982529,-0.0171466
0.982254,-0.0173514
0.981979,-0.0175531
0.981706,-0.0177519
0.981433,-0.0179479
0.981161,-0.0181411
0.98089,-0.0183316
0.98062,-0.0185196
0.98035,-0.0187051
0.980081,-0.0188881
0.979813,-0.0190687
0.979546,-0.0192471
0.979279,-0.0194232
0.979014,-0.0195971
0.978749,-0.0197689
0.978485,-0.0199386
0.978221,-0.0201063
0.977959,-0.020272
0.977697,-0.0204359
0.977436,-0.0205978
0.977175,-0.0207579
0.976916,-0.0209163
0.976657,-0.0210729
0.976399,-0.0212278
0.976141,-0.021381
0.975885,-0.0215327
0.975629,-0.0216827
0.975373,-0.0218312
0.975119,-0.0219781
0.974865,-0.0221236
0.974611,-0.0222676
0.974359,-0.0224102
0.974107,-0.0225514
0.973856,-0.0226913
0.973605,-0.0228297
0.973355,-0.0229669
0.973106,-0.0231028
0.972857,-0.0232374
0.972609,-0.0233708
0.972361,-0.023503
0.972114,-0.0236339
0.971868,-0.0237637
0.971623,-0.0238924
0.971377,-0.0240199
0.971133,-0.0241463
0.970889,-0.0242716
0.970646,-0.0243958
0.970403,-0.024519
0.970161,-0.0246411
0.969919,-0.0247622
0.969678,-0.0248823
0.969437,-0.0250014
0.969197,-0.0251196
0.968958,-0.0252368
0.968719,-0.025353
0.96848,-0.0254683
0.968243,-0.0255827
0.968005,-0.0256963
0.967768,-0.0258089
0.967532,-0.0259206
0.967296,-0.0260315
0.967061,-0.0261416
0.966826,-0.0262508
0.966591,-0.0263591
0.966357,-0.0264667
0.966124,-0.0265735
0.965891,-0.0266795
0.965658,-0.0267846
0.965426,-0.0268891
0.965194,-0.0269927
0.964963,-0.0270957
0.964733,-0.0271979
0.964502,-0.0272993
0.964272,-0.0274
0.964043,-0.0275001
0.963814,-0.0275994
0.963585,-0.027698
0.963357,-0.027796
0.963129,-0.0278932
0.962902,-0.0279898
0.962675,-0.0280858
0.962449,-0.028181
0.962223,-0.0282757
0.961997,-0.0283697
0.961772,-0.0284631
0.961547,-0.0285558
0.961322,-0.0286479
0.961098,-0.0287395
0.960874,-0.0288304
0.960651,-0.0289207
0.960428,-0.0290105
0.960205,-0.0290996
0.959983,-0.0291882
0.959761,-0.0292762
0.95954,-0.0293636
0.959318,-0.0294505
0.959098,-0.0295369
0.958877,-0.0296226
0.958657,-0.0297079
0.958437,-0.0297926
0.958218,-0.0298768
0.957999,-0.0299604
0.95778,-0.0300435
0.957561,-0.0301262
0.957343,-0.0302083
0.957126,-0.0302899
0.956908,-0.030371
0.956691,-0.0304516
0.956474,-0.0305317
0.956258,-0.0306113
0.956042,-0.0306904
0.955826,-0.0307691
0.95561,-0.0308473
