2.71828,2.72892,2.7396,2.75032,2.76109,2.77189,2.78274,2.79363,2.80456,2.81553,2.82654,2.83759,2.84869,2.85982,2.871,2.88222,2.89348,2.90478,2.91612,2.92751,2.93893,2.9504,2.9619,2.97345,2.98504,2.99667,3.00834,3.02005,3.0318,3.0436,3.05543,3.0673,3.07922,3.09117,3.10317,3.1152,3.12728,3.13939,3.15155,3.16374,3.17598,3.18825,3.20057,3.21292,3.22532,3.23775,3.25022,3.26273,3.27528,3.28787,3.3005,3.31317,3.32587,3.33862,3.3514,3.36422,3.37708,3.38997,3.40291,3.41588,3.42889,3.44194,3.45502,3.46814,3.4813,3.49449,3.50772,3.52099,3.5343,3.54763,3.56101,3.57442,3.58787,3.60135,3.61487,3.62842,3.64201,3.65563,3.66928,3.68297,3.6967,3.71046,3.72425,3.73807,3.75193,3.76582,3.77974,3.7937,3.80769,3.82171,3.83576,3.84984,3.86395,3.8781,3.89227,3.90648,3.92072,3.93498,3.94928,3.9636,3.97796,3.99234,4.00675,4.02119,4.03566,4.05015,4.06467,4.07922,4.0938,4.1084,4.12303,4.13768,4.15236,4.16707,4.1818,4.19655,4.21133,4.22613,4.24096,4.25581,4.27068,4.28557,4.30049,4.31543,4.33039,4.34537,4.36037,4.37539,4.39043,4.40549,4.42057,4.43567,4.45078,4.46592,4.48107,4.49624,4.51142,4.52663,4.54184,4.55708,4.57233,4.58759,4.60287,4.61816,4.63346,4.64878,4.66411,4.67945,4.6948,4.71017,4.72554,4.74093,4.75632,4.77173,4.78714,4.80256,4.81799,4.83343,4.84887,4.86432,4.87977,4.89523,4.9107,4.92617,4.94164,4.95712,4.9726,4.98808,5.00357,5.01906,5.03454,5.05003,5.06552,5.081,5.09649,5.11197,5.12745,5.14293,5.1584,5.17387,5.18934,5.2048,5.22025,5.2357,5.25114,5.26658,5.282,5.29742,5.31283,5.32823,5.34362,5.359,5.37436,5.38972,5.40506,5.42039,5.4357,5.451,5.46629,5.48156,5.49681,5.51205,5.52727,5.54247,5.55766,5.57282,5.58796,5.60309,5.61819,5.63327,5.64833,5.66337,5.67838,5.69337,5.70833,5.72327,5.73818,5.75306,5.76792,5.78275,5.79755,5.81232,5.82706,5.84177,5.85645,5.8711,5.88572,5.9003,5.91485,5.92936,5.94384,5.95828,5.97269,5.98706,6.00139,6.01568,6.02994,6.04415,6.05833,6.07246,6.08655,6.1006,6.11461,6.12857,6.14249,6.15636,6.17019,6.18397,6.1977,6.21139,6.22503,6.23862,6.25216,6.26565,6.27909,6.29247,6.30581
2.70768,2.71828,2.72892,2.7396,2.75032,2.76109,2.77189,2.78274,2.79362,2.80455,2.81552,2.82653,2.83758,2.84867,2.85981,2.87098,2.8822,2.89346,2.90475,2.91609,2.92747,2.9389,2.95036,2.96186,2.9734,2.98499,2.99661,3.00828,3.01998,3.03173,3.04352,3.05535,3.06721,3.07912,3.09107,3.10306,3.11509,3.12715,3.13926,3.15141,3.1636,3.17582,3.18809,3.2004,3.21274,3.22513,3.23755,3.25001,3.26251,3.27506,3.28763,3.30025,3.31291,3.3256,3.33833,3.3511,3.36391,3.37676,3.38964,3.40256,3.41552,3.42852,3.44155,3.45462,3.46773,3.48087,3.49405,3.50726,3.52052,3.5338,3.54713,3.56049,3.57388,3.58731,3.60077,3.61427,3.62781,3.64138,3.65498,3.66862,3.68229,3.69599,3.70973,3.7235,3.7373,3.75114,3.76501,3.77891,3.79284,3.80681,3.8208,3.83483,3.84889,3.86298,3.8771,3.89125,3.90543,3.91964,3.93388,3.94815,3.96245,3.97677,3.99113,4.00551,4.01992,4.03436,4.04883,4.06332,4.07784,4.09238,4.10696,4.12155,4.13618,4.15082,4.1655,4.18019,4.19491,4.20966,4.22443,4.23922,4.25403,4.26887,4.28372,4.2986,4.3135,4.32843,4.34337,4.35833,4.37331,4.38831,4.40334,4.41837,4.43343,4.44851,4.4636,4.47871,4.49384,4.50898,4.52414,4.53931,4.5545,4.5697,4.58492,4.60015,4.6154,4.63065,4.64592,4.66121,4.6765,4.6918,4.70712,4.72244,4.73778,4.75312,4.76848,4.78384,4.79921,4.81458,4.82996,4.84535,4.86075,4.87615,4.89155,4.90696,4.92238,4.9378,4.95322,4.96864,4.98406,4.99949,5.01491,5.03034,5.04577,5.06119,5.07662,5.09204,5.10746,5.12288,5.13829,5.1537,5.16911,5.18451,5.1999,5.21529,5.23067,5.24604,5.26141,5.27677,5.29212,5.30746,5.32279,5.3381,5.35341,5.3687,5.38399,5.39926,5.41451,5.42975,5.44498,5.46019,5.47538,5.49056,5.50572,5.52087,5.53599,5.55109,5.56618,5.58124,5.59629,5.61131,5.62631,5.64129,5.65624,5.67117,5.68607,5.70095,5.71581,5.73063,5.74543,5.76021,5.77495,5.78966,5.80435,5.819,5.83362,5.84821,5.86277,5.8773,5.89179,5.90625,5.92067,5.93505,5.9494,5.96372,5.97799,5.99223,6.00643,6.02059,6.03471,6.04879,6.06282,6.07682,6.09077,6.10468,6.11854,6.13236,6.14613,6.15986,6.17354,6.18717,6.20076,6.2143,6.22778,6.24122,6.25461,6.26794,6.28122
2.69713,2.70768,2.71828,2.72892,2.7396,2.75032,2.76108,2.77189,2.78273,2.79362,2.80454,2.81551,2.82652,2.83757,2.84866,2.85979,2.87096,2.88218,2.89343,2.90473,2.91606,2.92744,2.93886,2.95031,2.96181,2.97335,2.98493,2.99655,3.00821,3.01991,3.03165,3.04343,3.05526,3.06712,3.07902,3.09096,3.10294,3.11496,3.12702,3.13912,3.15126,3.16344,3.17566,3.18792,3.20022,3.21255,3.22493,3.23734,3.2498,3.26229,3.27482,3.28738,3.29999,3.31264,3.32532,3.33804,3.3508,3.36359,3.37643,3.3893,3.40221,3.41515,3.42813,3.44115,3.45421,3.4673,3.48043,3.49359,3.50679,3.52003,3.5333,3.54661,3.55995,3.57332,3.58674,3.60018,3.61366,3.62718,3.64073,3.65431,3.66793,3.68158,3.69526,3.70898,3.72273,3.73651,3.75033,3.76418,3.77805,3.79196,3.80591,3.81988,3.83388,3.84792,3.86198,3.87608,3.8902,3.90436,3.91854,3.93276,3.947,3.96127,3.97557,3.9899,4.00425,4.01863,4.03304,4.04748,4.06194,4.07643,4.09094,4.10548,4.12005,4.13464,4.14926,4.1639,4.17856,4.19325,4.20796,4.22269,4.23745,4.25222,4.26702,4.28184,4.29669,4.31155,4.32644,4.34134,4.35626,4.37121,4.38617,4.40115,4.41615,4.43116,4.4462,4.46125,4.47632,4.4914,4.5065,4.52161,4.53674,4.55189,4.56705,4.58222,4.5974,4.6126,4.62781,4.64303,4.65827,4.67351,4.68877,4.70403,4.71931,4.73459,4.74988,4.76519,4.78049,4.79581,4.81113,4.82646,4.8418,4.85714,4.87248,4.88783,4.90319,4.91854,4.9339,4.94927,4.96463,4.98,4.99536,5.01073,5.0261,5.04146,5.05683,5.07219,5.08755,5.10291,5.11826,5.13361,5.14895,5.16429,5.17963,5.19496,5.21028,5.22559,5.2409,5.2562,5.27149,5.28676,5.30203,5.31729,5.33254,5.34777,5.363,5.37821,5.3934,5.40858,5.42375,5.4389,5.45404,5.46916,5.48426,5.49934,5.51441,5.52945,5.54448,5.55948,5.57447,5.58943,5.60438,5.61929,5.63419,5.64906,5.66391,5.67873,5.69352,5.70829,5.72303,5.73775,5.75243,5.76709,5.78172,5.79631,5.81088,5.82541,5.83991,5.85438,5.86882,5.88322,5.89758,5.91192,5.92621,5.94047,5.95469,5.96887,5.98301,5.99712,6.01118,6.0252,6.03919,6.05313,6.06702,6.08088,6.09469,6.10845,6.12217,6.13584,6.14947,6.16305,6.17658,6.19007,6.2035,6.21689,6.23022,6.2435,6.25674
2.68661,2.69713,2.70768,2.71828,2.72892,2.7396,2.75032,2.76108,2.77188,2.78273,2.79361,2.80453,2.8155,2.82651,2.83755,2.84864,2.85977,2.87094,2.88215,2.8934,2.90469,2.91602,2.9274,2.93881,2.95026,2.96176,2.97329,2.98487,2.99648,3.00814,3.01983,3.03157,3.04334,3.05516,3.06701,3.07891,3.09084,3.10282,3.11483,3.12689,3.13898,3.15111,3.16328,3.17549,3.18774,3.20003,3.21236,3.22472,3.23713,3.24957,3.26205,3.27457,3.28713,3.29972,3.31235,3.32503,3.33773,3.35048,3.36326,3.37608,3.38894,3.40184,3.41477,3.42774,3.44074,3.45378,3.46686,3.47997,3.49312,3.5063,3.51952,3.53278,3.54607,3.55939,3.57275,3.58615,3.59958,3.61304,3.62654,3.64007,3.65363,3.66723,3.68086,3.69452,3.70822,3.72195,3.73571,3.7495,3.76332,3.77718,3.79107,3.80499,3.81894,3.83292,3.84693,3.86097,3.87504,3.88914,3.90327,3.91742,3.93161,3.94583,3.96007,3.97434,3.98864,4.00297,4.01732,4.0317,4.0461,4.06054,4.075,4.08948,4.10399,4.11852,4.13308,4.14766,4.16227,4.1769,4.19155,4.20623,4.22092,4.23565,4.25039,4.26515,4.27994,4.29474,4.30957,4.32441,4.33928,4.35416,4.36907,4.38399,4.39893,4.41389,4.42886,4.44386,4.45886,4.47389,4.48893,4.50399,4.51906,4.53414,4.54924,4.56435,4.57948,4.59462,4.60977,4.62493,4.64011,4.65529,4.67049,4.68569,4.70091,4.71613,4.73137,4.74661,4.76186,4.77711,4.79238,4.80765,4.82292,4.8382,4.85349,4.86878,4.88407,4.89937,4.91467,4.92997,4.94528,4.96058,4.97589,4.99119,5.0065,5.02181,5.03711,5.05241,5.06771,5.08301,5.0983,5.11359,5.12888,5.14416,5.15943,5.1747,5.18997,5.20522,5.22047,5.2357,5.25093,5.26615,5.28136,5.29656,5.31175,5.32693,5.34209,5.35724,5.37238,5.3875,5.40261,5.4177,5.43277,5.44783,5.46288,5.4779,5.49291,5.5079,5.52286,5.53781,5.55274,5.56764,5.58253,5.59739,5.61222,5.62704,5.64183,5.65659,5.67133,5.68604,5.70072,5.71538,5.73001,5.74461,5.75918,5.77372,5.78822,5.8027,5.81715,5.83156,5.84594,5.86028,5.87459,5.88887,5.90311,5.91731,5.93147,5.9456,5.95969,5.97374,5.98775,6.00171,6.01564,6.02953,6.04337,6.05717,6.07092,6.08464,6.0983,6.11192,6.1255,6.13902,6.1525,6.16594,6.17932,6.19265,6.20593,6.21916,6.23234
2.67614,2.68661,2.69713,2.70768,2.71828,2.72892,2.7396,2.75032,2.76108,2.77188,2.78272,2.7936,2.80452,2.81549,2.82649,2.83754,2.84862,2.85975,2.87091,2.88212,2.89337,2.90466,2.91598,2.92735,2.93876,2.95021,2.9617,2.97323,2.9848,2.99641,3.00806,3.01975,3.03148,3.04325,3.05506,3.06691,3.07879,3.09072,3.10269,3.1147,3.12674,3.13883,3.15095,3.16311,3.17531,3.18755,3.19983,3.21215,3.22451,3.2369,3.24933,3.2618,3.27431,3.28686,3.29944,3.31206,3.32472,3.33742,3.35015,3.36292,3.37573,3.38857,3.40145,3.41437,3.42733,3.44032,3.45334,3.4664,3.4795,3.49263,3.5058,3.51901,3.53224,3.54552,3.55882,3.57217,3.58554,3.59895,3.6124,3.62587,3.63939,3.65293,3.66651,3.68012,3.69376,3.70744,3.72114,3.73488,3.74865,3.76246,3.77629,3.79015,3.80405,3.81797,3.83193,3.84591,3.85993,3.87397,3.88805,3.90215,3.91628,3.93044,3.94463,3.95885,3.97309,3.98736,4.00166,4.01598,4.03033,4.04471,4.05911,4.07354,4.08799,4.10246,4.11697,4.13149,4.14604,4.16061,4.17521,4.18983,4.20447,4.21913,4.23382,4.24852,4.26325,4.278,4.29277,4.30755,4.32236,4.33719,4.35203,4.3669,4.38178,4.39668,4.4116,4.42653,4.44148,4.45645,4.47143,4.48643,4.50144,4.51647,4.53151,4.54656,4.56163,4.57671,4.5918,4.6069,4.62202,4.63714,4.65228,4.66743,4.68258,4.69775,4.71292,4.7281,4.74329,4.75849,4.77369,4.7889,4.80412,4.81934,4.83457,4.8498,4.86503,4.88027,4.89551,4.91075,4.926,4.94124,4.95649,4.97174,4.98698,5.00223,5.01747,5.03272,5.04796,5.06319,5.07843,5.09366,5.10888,5.1241,5.13932,5.15453,5.16973,5.18493,5.20011,5.21529,5.23046,5.24562,5.26077,5.27591,5.29104,5.30616,5.32126,5.33635,5.35143,5.36649,5.38154,5.39658,5.41159,5.42659,5.44158,5.45654,5.47149,5.48642,5.50133,5.51622,5.53109,5.54594,5.56076,5.57556,5.59034,5.6051,5.61983,5.63454,5.64922,5.66387,5.6785,5.6931,5.70767,5.72221,5.73672,5.75121,5.76566,5.78008,5.79447,5.80882,5.82315,5.83744,5.85169,5.86591,5.88009,5.89424,5.90835,5.92242,5.93645,5.95045,5.9644,5.97832,5.99219,6.00602,6.01981,6.03355,6.04726,6.06091,6.07453,6.0881,6.10162,6.11509,6.12852,6.1419,6.15523,6.16851,6.18174,6.19492,6.20804
2.66571,2.67614,2.68661,2.69713,2.70768,2.71828,2.72892,2.73959,2.75031,2.76107,2.77187,2.78271,2.79359,2.80451,2.81547,2.82647,2.83751,2.8486,2.85972,2.87088,2.88209,2.89333,2.90462,2.91594,2.92731,2.93871,2.95015,2.96164,2.97316,2.98473,2.99633,3.00798,3.01966,3.03138,3.04315,3.05495,3.06679,3.07867,3.09059,3.10255,3.11455,3.12659,3.13866,3.15078,3.16293,3.17513,3.18736,3.19963,3.21193,3.22428,3.23666,3.24909,3.26155,3.27404,3.28658,3.29915,3.31176,3.32441,3.33709,3.34981,3.36257,3.37536,3.38819,3.40106,3.41396,3.4269,3.43988,3.45289,3.46594,3.47902,3.49213,3.50529,3.51847,3.53169,3.54495,3.55824,3.57156,3.58492,3.59831,3.61174,3.6252,3.63869,3.65221,3.66577,3.67936,3.69298,3.70664,3.72032,3.73404,3.74779,3.76157,3.77538,3.78922,3.80309,3.81699,3.83092,3.84488,3.85887,3.87289,3.88694,3.90101,3.91512,3.92925,3.94341,3.9576,3.97181,3.98606,4.00032,4.01462,4.02894,4.04328,4.05765,4.07205,4.08647,4.10092,4.11538,4.12988,4.14439,4.15893,4.17349,4.18808,4.20268,4.21731,4.23196,4.24663,4.26132,4.27603,4.29076,4.30551,4.32028,4.33507,4.34987,4.3647,4.37954,4.3944,4.40927,4.42417,4.43907,4.454,4.46894,4.48389,4.49886,4.51384,4.52883,4.54384,4.55886,4.5739,4.58894,4.604,4.61906,4.63414,4.64923,4.66433,4.67943,4.69455,4.70967,4.7248,4.73994,4.75508,4.77023,4.78539,4.80055,4.81572,4.83089,4.84606,4.86124,4.87642,4.89161,4.90679,4.92198,4.93716,4.95235,4.96754,4.98273,4.99791,5.01309,5.02828,5.04345,5.05863,5.0738,5.08897,5.10413,5.11928,5.13443,5.14958,5.16471,5.17984,5.19496,5.21007,5.22517,5.24026,5.25534,5.27041,5.28547,5.30052,5.31555,5.33057,5.34557,5.36056,5.37554,5.3905,5.40544,5.42036,5.43527,5.45016,5.46503,5.47988,5.49471,5.50953,5.52431,5.53908,5.55383,5.56855,5.58325,5.59792,5.61257,5.62719,5.64179,5.65636,5.6709,5.68542,5.6999,5.71436,5.72878,5.74318,5.75754,5.77188,5.78618,5.80044,5.81468,5.82888,5.84304,5.85717,5.87126,5.88531,5.89933,5.91331,5.92725,5.94115,5.95501,5.96883,5.9826,5.99634,6.01003,6.02368,6.03729,6.05085,6.06436,6.07783,6.09125,6.10462,6.11795,6.13123,6.14446,6.15764,6.17076,6.18384
2.65531,2.66571,2.67614,2.68661,2.69713,2.70768,2.71828,2.72891,2.73959,2.75031,2.76106,2.77186,2.7827,2.79358,2.80449,2.81545,2.82645,2.83749,2.84857,2.85969,2.87085,2.88205,2.89329,2.90457,2.91589,2.92725,2.93865,2.95009,2.96157,2.97309,2.98465,2.99625,3.00789,3.01957,3.03128,3.04304,3.05483,3.06667,3.07854,3.09046,3.10241,3.1144,3.12643,3.1385,3.1506,3.16275,3.17493,3.18715,3.19941,3.21171,3.22405,3.23642,3.24883,3.26128,3.27376,3.28629,3.29885,3.31145,3.32408,3.33675,3.34946,3.3622,3.37498,3.3878,3.40065,3.41354,3.42647,3.43943,3.45242,3.46545,3.47852,3.49162,3.50476,3.51792,3.53113,3.54437,3.55764,3.57095,3.58428,3.59766,3.61106,3.6245,3.63797,3.65148,3.66502,3.67858,3.69218,3.70582,3.71948,3.73318,3.7469,3.76066,3.77444,3.78826,3.80211,3.81599,3.82989,3.84383,3.85779,3.87178,3.88581,3.89986,3.91393,3.92804,3.94217,3.95633,3.97052,3.98473,3.99897,4.01323,4.02752,4.04183,4.05617,4.07054,4.08493,4.09934,4.11378,4.12824,4.14272,4.15722,4.17175,4.1863,4.20087,4.21546,4.23007,4.24471,4.25936,4.27403,4.28873,4.30344,4.31817,4.33292,4.34768,4.36247,4.37727,4.39208,4.40692,4.42177,4.43663,4.45151,4.46641,4.48132,4.49624,4.51118,4.52613,4.54109,4.55606,4.57105,4.58605,4.60106,4.61607,4.6311,4.64614,4.66119,4.67624,4.69131,4.70638,4.72146,4.73654,4.75164,4.76673,4.78184,4.79694,4.81206,4.82717,4.84229,4.85741,4.87254,4.88766,4.90279,4.91792,4.93304,4.94817,4.9633,4.97843,4.99355,5.00867,5.02379,5.03891,5.05402,5.06913,5.08423,5.09933,5.11442,5.1295,5.14458,5.15965,5.17471,5.18976,5.2048,5.21983,5.23485,5.24987,5.26486,5.27985,5.29482,5.30979,5.32473,5.33966,5.35458,5.36948,5.38436,5.39923,5.41408,5.42891,5.44373,5.45852,5.47329,5.48805,5.50278,5.51749,5.53217,5.54684,5.56148,5.5761,5.59069,5.60525,5.61979,5.63431,5.64879,5.66325,5.67768,5.69208,5.70645,5.72079,5.7351,5.74937,5.76362,5.77783,5.79201,5.80615,5.82026,5.83433,5.84837,5.86237,5.87633,5.89025,5.90414,5.91799,5.93179,5.94556,5.95928,5.97296,5.9866,6.0002,6.01375,6.02726,6.04072,6.05413,6.0675,6.08083,6.0941,6.10733,6.1205,6.13363,6.14671,6.15973
2.64496,2.65531,2.66571,2.67614,2.68661,2.69713,2.70768,2.71827,2.72891,2.73958,2.7503,2.76105,2.77185,2.78268,2.79356,2.80448,2.81543,2.82643,2.83747,2.84854,2.85966,2.87082,2.88201,2.89325,2.90452,2.91584,2.9272,2.93859,2.95003,2.9615,2.97302,2.98457,2.99616,3.00779,3.01946,3.03118,3.04292,3.05471,3.06654,3.07841,3.09031,3.10226,3.11424,3.12626,3.13832,3.15042,3.16255,3.17473,3.18694,3.19919,3.21148,3.2238,3.23616,3.24856,3.261,3.27348,3.28599,3.29854,3.31112,3.32374,3.3364,3.3491,3.36183,3.37459,3.3874,3.40023,3.41311,3.42602,3.43896,3.45194,3.46496,3.47801,3.49109,3.50421,3.51736,3.53055,3.54377,3.55702,3.57031,3.58363,3.59699,3.61037,3.62379,3.63724,3.65073,3.66424,3.67779,3.69137,3.70498,3.71862,3.73229,3.746,3.75973,3.77349,3.78729,3.80111,3.81496,3.82884,3.84275,3.85669,3.87066,3.88465,3.89867,3.91272,3.9268,3.9409,3.95504,3.96919,3.98338,3.99758,4.01182,4.02608,4.04036,4.05467,4.069,4.08336,4.09774,4.11214,4.12657,4.14101,4.15549,4.16998,4.18449,4.19903,4.21358,4.22816,4.24275,4.25737,4.27201,4.28666,4.30133,4.31602,4.33073,4.34546,4.3602,4.37496,4.38974,4.40453,4.41934,4.43416,4.449,4.46385,4.47871,4.49359,4.50848,4.52339,4.5383,4.55323,4.56817,4.58312,4.59808,4.61305,4.62803,4.64302,4.65801,4.67302,4.68803,4.70305,4.71808,4.73311,4.74815,4.76319,4.77824,4.79329,4.80835,4.82341,4.83847,4.85354,4.86861,4.88367,4.89874,4.91381,4.92888,4.94395,4.95902,4.97408,4.98915,5.00421,5.01926,5.03432,5.04936,5.06441,5.07944,5.09448,5.1095,5.12452,5.13953,5.15453,5.16953,5.18451,5.19948,5.21445,5.2294,5.24434,5.25927,5.27418,5.28908,5.30397,5.31885,5.3337,5.34855,5.36337,5.37818,5.39297,5.40775,5.4225,5.43724,5.45195,5.46665,5.48132,5.49598,5.51061,5.52521,5.5398,5.55436,5.56889,5.5834,5.59788,5.61234,5.62677,5.64117,5.65554,5.66989,5.6842,5.69849,5.71274,5.72696,5.74115,5.7553,5.76943,5.78351,5.79757,5.81159,5.82557,5.83951,5.85342,5.86729,5.88112,5.89491,5.90867,5.92238,5.93605,5.94968,5.96326,5.9768,5.9903,6.00376,6.01717,6.03053,6.04385,6.05712,6.07034,6.08352,6.09664,6.10972,6.12274,6.13572
2.63465,2.64496,2.65531,2.66571,2.67614,2.68661,2.69712,2.70768,2.71827,2.7289,2.73958,2.75029,2.76104,2.77184,2.78267,2.79354,2.80446,2.81541,2.8264,2.83744,2.84851,2.85962,2.87078,2.88197,2.8932,2.90447,2.91578,2.92714,2.93853,2.94996,2.96142,2.97293,2.98448,2.99607,3.00769,3.01936,3.03106,3.0428,3.05459,3.06641,3.07826,3.09016,3.1021,3.11407,3.12608,3.13813,3.15022,3.16235,3.17451,3.18672,3.19896,3.21123,3.22355,3.2359,3.24829,3.26071,3.27318,3.28568,3.29821,3.31078,3.32339,3.33604,3.34872,3.36144,3.37419,3.38698,3.3998,3.41266,3.42556,3.43849,3.45145,3.46445,3.47748,3.49055,3.50365,3.51678,3.52995,3.54316,3.55639,3.56966,3.58296,3.5963,3.60966,3.62306,3.63649,3.64996,3.66345,3.67698,3.69054,3.70412,3.71774,3.73139,3.74507,3.75878,3.77252,3.78629,3.80009,3.81391,3.82777,3.84165,3.85557,3.86951,3.88347,3.89747,3.91149,3.92554,3.93962,3.95372,3.96785,3.982,3.99618,4.01038,4.02461,4.03886,4.05314,4.06744,4.08176,4.09611,4.11048,4.12487,4.13928,4.15372,4.16818,4.18266,4.19715,4.21167,4.22621,4.24077,4.25535,4.26995,4.28456,4.2992,4.31385,4.32852,4.3432,4.3579,4.37262,4.38736,4.40211,4.41687,4.43165,4.44644,4.46125,4.47607,4.4909,4.50575,4.52061,4.53548,4.55036,4.56525,4.58015,4.59506,4.60998,4.62491,4.63985,4.6548,4.66975,4.68472,4.69968,4.71466,4.72964,4.74462,4.75961,4.77461,4.78961,4.80461,4.81961,4.83462,4.84963,4.86463,4.87964,4.89466,4.90967,4.92468,4.93968,4.95469,4.96969,4.9847,4.99969,5.01469,5.02968,5.04466,5.05964,5.07462,5.08958,5.10454,5.11949,5.13444,5.14937,5.1643,5.17921,5.19412,5.20901,5.22389,5.23876,5.25362,5.26846,5.28329,5.29811,5.31291,5.32769,5.34246,5.35721,5.37195,5.38666,5.40136,5.41604,5.4307,5.44534,5.45995,5.47455,5.48912,5.50367,5.5182,5.5327,5.54718,5.56163,5.57606,5.59046,5.60483,5.61918,5.6335,5.64778,5.66204,5.67627,5.69047,5.70463,5.71877,5.73287,5.74693,5.76097,5.77497,5.78893,5.80286,5.81675,5.8306,5.84442,5.85819,5.87193,5.88563,5.89929,5.9129,5.92648,5.94001,5.9535,5.96695,5.98035,5.99371,6.00702,6.02028,6.0335,6.04668,6.0598,6.07287,6.0859,6.09887,6.1118
2.62438,2.63465,2.64496,2.65531,2.6657,2.67614,2.68661,2.69712,2.70767,2.71826,2.72889,2.73957,2.75028,2.76103,2.77182,2.78265,2.79352,2.80443,2.81538,2.82638,2.83741,2.84847,2.85958,2.87073,2.88192,2.89315,2.90442,2.91572,2.92707,2.93845,2.94988,2.96134,2.97284,2.98439,2.99597,3.00759,3.01924,3.03094,3.04268,3.05445,3.06626,3.07811,3.09,3.10193,3.1139,3.1259,3.13794,3.15002,3.16214,3.17429,3.18648,3.19871,3.21098,3.22328,3.23562,3.248,3.26042,3.27287,3.28535,3.29788,3.31044,3.32303,3.33566,3.34833,3.36104,3.37377,3.38655,3.39936,3.4122,3.42508,3.43799,3.45094,3.46392,3.47694,3.48999,3.50307,3.51619,3.52934,3.54253,3.55574,3.56899,3.58228,3.59559,3.60894,3.62232,3.63573,3.64917,3.66264,3.67615,3.68968,3.70325,3.71684,3.73047,3.74413,3.75781,3.77153,3.78527,3.79905,3.81285,3.82668,3.84053,3.85442,3.86833,3.88227,3.89624,3.91024,3.92426,3.9383,3.95238,3.96647,3.9806,3.99475,4.00892,4.02312,4.03734,4.05158,4.06585,4.08014,4.09445,4.10879,4.12315,4.13753,4.15193,4.16635,4.18079,4.19525,4.20974,4.22424,4.23876,4.2533,4.26786,4.28243,4.29703,4.31164,4.32627,4.34091,4.35558,4.37025,4.38494,4.39965,4.41437,4.42911,4.44386,4.45862,4.4734,4.48818,4.50298,4.5178,4.53262,4.54745,4.5623,4.57715,4.59201,4.60688,4.62176,4.63665,4.65155,4.66645,4.68136,4.69628,4.7112,4.72613,4.74106,4.75599,4.77093,4.78588,4.80082,4.81577,4.83072,4.84567,4.86062,4.87557,4.89052,4.90548,4.92043,4.93537,4.95032,4.96526,4.9802,4.99514,5.01007,5.025,5.03992,5.05483,5.06974,5.08464,5.09953,5.11442,5.1293,5.14416,5.15902,5.17387,5.1887,5.20353,5.21834,5.23314,5.24792,5.2627,5.27745,5.2922,5.30692,5.32163,5.33633,5.35101,5.36566,5.3803,5.39493,5.40953,5.42411,5.43867,5.45321,5.46772,5.48222,5.49669,5.51113,5.52555,5.53995,5.55432,5.56866,5.58298,5.59727,5.61153,5.62576,5.63997,5.65414,5.66828,5.68239,5.69647,5.71052,5.72453,5.73851,5.75245,5.76636,5.78023,5.79407,5.80787,5.82163,5.83535,5.84904,5.86268,5.87629,5.88985,5.90337,5.91685,5.93029,5.94369,5.95704,5.97034,5.9836,5.99681,6.00998,6.0231,6.03617,6.0492,6.06217,6.0751,6.08797
