0,1
0.015625,1.03175
0.03125,1.0645
0.046875,1.09828
0.0625,1.13312
0.078125,1.16904
0.09375,1.20608
0.109375,1.24427
0.125,1.28362
0.140625,1.32419
0.15625,1.36598
0.171875,1.40904
0.1875,1.4534
0.203125,1.49909
0.21875,1.54614
0.234375,1.59457
0.25,1.64444
0.265625,1.69575
0.28125,1.74856
0.296875,1.80289
0.3125,1.85878
0.328125,1.91626
0.34375,1.97535
0.359375,2.0361
0.375,2.09854
0.390625,2.16271
0.40625,2.22862
0.421875,2.29633
0.4375,2.36585
0.453125,2.43723
0.46875,2.51049
0.484375,2.58567
0.5,2.6628
0.515625,2.74191
0.53125,2.82303
0.546875,2.90619
0.5625,2.99143
0.578125,3.07876
0.59375,3.16821
0.609375,3.25983
0.625,3.35362
0.640625,3.44962
0.65625,3.54785
0.671875,3.64833
0.6875,3.75109
0.703125,3.85615
0.71875,3.96352
0.734375,4.07323
0.75,4.18529
0.765625,4.29972
0.78125,4.41653
0.796875,4.53573
0.8125,4.65734
0.828125,4.78136
0.84375,4.9078
0.859375,5.03667
0.875,5.16797
0.890625,5.30169
0.90625,5.43785
0.921875,5.57642
0.9375,5.71742
0.953125,5.86083
0.96875,6.00664
0.984375,6.15484
1,6.30542
