0,1
0.015625,1.03173
0.03125,1.06447
0.046875,1.09824
0.0625,1.13306
0.078125,1.16898
0.09375,1.20601
0.109375,1.24418
0.125,1.28353
0.140625,1.32409
0.15625,1.36587
0.171875,1.40893
0.1875,1.45328
0.203125,1.49896
0.21875,1.546
0.234375,1.59444
0.25,1.64429
0.265625,1.69561
0.28125,1.74841
0.296875,1.80274
0.3125,1.85862
0.328125,1.91609
0.34375,1.97518
0.359375,2.03593
0.375,2.09837
0.390625,2.16253
0.40625,2.22844
0.421875,2.29615
0.4375,2.36567
0.453125,2.43705
0.46875,2.51031
0.484375,2.58549
0.5,2.66261
0.515625,2.74172
0.53125,2.82284
0.546875,2.906
0.5625,2.99123
0.578125,3.07856
0.59375,3.16802
0.609375,3.25963
0.625,3.35342
0.640625,3.44942
0.65625,3.54765
0.671875,3.64813
0.6875,3.75089
0.703125,3.85595
0.71875,3.96332
0.734375,4.07303
0.75,4.18509
0.765625,4.29952
0.78125,4.41633
0.796875,4.53554
0.8125,4.65715
0.828125,4.78117
0.84375,4.90761
0.859375,5.03648
0.875,5.16778
0.890625,5.3015
0.90625,5.43766
0.921875,5.57624
0.9375,5.71724
0.953125,5.86065
0.96875,6.00646
0.984375,6.15466
1,6.30524
