2.71828,2.80456,2.89348,2.98504,3.07922,3.17598,3.27528,3.37707,3.48129,3.58786,3.69669,3.80768,3.92071,4.03565,4.15236,4.27067,4.39042,4.51142,4.63345,4.75631,4.87977,5.00356,5.12744,5.25114,5.37436,5.49681,5.61818,5.73817,5.85645,5.97269,6.08655,6.1977,6.30581
2.63465,2.71827,2.80445,2.8932,2.98447,3.07826,3.17451,3.27317,3.37418,3.47747,3.58295,3.69052,3.80008,3.91148,4.0246,4.13927,4.25534,4.37261,4.49089,4.60997,4.72963,4.84961,4.96968,5.08957,5.209,5.32769,5.44533,5.56163,5.67626,5.78892,5.89928,6.00702,6.1118
2.55359,2.63463,2.71817,2.80418,2.89265,2.98355,3.07683,3.17246,3.27036,3.37048,3.47271,3.57697,3.68315,3.79113,3.90077,4.01191,4.12441,4.23807,4.35272,4.46813,4.58411,4.7004,4.81678,4.93298,5.04873,5.16377,5.27779,5.39051,5.50162,5.61082,5.71778,5.8222,5.92376
2.47502,2.55357,2.63454,2.7179,2.80365,2.89175,2.98217,3.07485,3.16974,3.26677,3.36586,3.46692,3.56983,3.67449,3.78075,3.88848,3.99751,4.10768,4.21879,4.33066,4.44306,4.55578,4.66858,4.7812,4.8934,5.00489,5.11541,5.22466,5.33235,5.43819,5.54186,5.64307,5.7415
2.39888,2.47501,2.55348,2.63428,2.71739,2.80278,2.89041,2.98024,3.07221,3.16626,3.2623,3.36025,3.45999,3.56143,3.66442,3.76884,3.87451,3.98129,4.08899,4.19742,4.30636,4.41561,4.52494,4.6341,4.74284,4.85091,4.95802,5.06391,5.16829,5.27087,5.37136,5.46945,5.56486
2.32507,2.39886,2.47492,2.55323,2.63378,2.71654,2.80148,2.88855,2.97769,3.06884,3.16193,3.25686,3.35354,3.45185,3.55168,3.65288,3.7553,3.8588,3.96318,4.06827,4.17387,4.27976,4.38572,4.49152,4.59692,4.70166,4.80548,4.90811,5.00928,5.10871,5.2061,5.30117,5.39364
2.25353,2.32505,2.39877,2.47467,2.55275,2.63296,2.71528,2.79967,2.88607,2.97442,3.06464,3.15665,3.25036,3.34565,3.4424,3.54049,3.63976,3.74007,3.84124,3.9431,4.04545,4.14808,4.25078,4.35333,4.45548,4.557,4.65763,4.7571,4.85516,4.95153,5.04592,5.13807,5.2277
2.1842,2.25352,2.32497,2.39854,2.47421,2.55195,2.63174,2.71353,2.79728,2.8829,2.97035,3.05953,3.15035,3.24271,3.33648,3.43155,3.52778,3.625,3.72306,3.82178,3.92098,4.02045,4.12,4.21939,4.3184,4.4168,4.51433,4.61074,4.70578,4.79918,4.89068,4.97999,5.06686
2.117,2.18419,2.25344,2.32474,2.39808,2.47344,2.55077,2.63005,2.71121,2.7942,2.87896,2.9654,3.05342,3.14294,3.23383,3.32597,3.41923,3.51347,3.60851,3.70419,3.80034,3.89675,3.99324,4.08957,4.18554,4.2809,4.37543,4.46888,4.561,4.65153,4.74021,4.82677,4.91097
2.05187,2.11698,2.1841,2.25321,2.3243,2.39733,2.47229,2.54913,2.62779,2.70823,2.79038,2.87416,2.95948,3.04624,3.13433,3.22364,3.31403,3.40537,3.49749,3.59023,3.68341,3.77686,3.87037,3.96374,4.05676,4.14919,4.24082,4.33139,4.42067,4.50841,4.59436,4.67827,4.75987
1.98874,2.05185,2.11691,2.18389,2.25279,2.32357,2.39622,2.4707,2.54694,2.62491,2.70453,2.78573,2.86842,2.95251,3.0379,3.12446,3.21207,3.30059,3.38988,3.47976,3.57009,3.66066,3.75129,3.84179,3.93194,4.02153,4.11034,4.19813,4.28466,4.3697,4.45301,4.53433,4.61343
1.92755,1.98872,2.05177,2.1167,2.18347,2.25209,2.3225,2.39468,2.46858,2.54415,2.62132,2.70002,2.78017,2.86167,2.94443,3.02833,3.11324,3.19904,3.28558,3.3727,3.46024,3.54803,3.63588,3.72359,3.81097,3.8978,3.98388,4.06896,4.15284,4.23526,4.31601,4.39483,4.47149
1.86825,1.92754,1.98865,2.05157,2.1163,2.18279,2.25104,2.321,2.39263,2.46587,2.54067,2.61695,2.69463,2.77362,2.85384,2.93515,3.01746,3.10062,3.18449,3.26893,3.35378,3.43887,3.52401,3.60903,3.69372,3.77788,3.8613,3.94377,4.02507,4.10496,4.18322,4.25961,4.33391
1.81077,1.86823,1.92746,1.98845,2.05118,2.11564,2.18178,2.24959,2.31901,2.39,2.4625,2.53643,2.61172,2.68829,2.76603,2.84485,2.92462,3.00522,3.08651,3.16836,3.2506,3.33306,3.41559,3.49799,3.58007,3.66165,3.7425,3.82244,3.90123,3.97866,4.05451,4.12856,4.20057
1.75505,1.81075,1.86816,1.92727,1.98807,2.05054,2.11466,2.18038,2.24766,2.31647,2.38673,2.45839,2.53137,2.60558,2.68093,2.75732,2.83464,2.91276,2.99155,3.07088,3.15058,3.23052,3.3105,3.39037,3.46993,3.54899,3.62736,3.70483,3.7812,3.85625,3.92977,4.00153,4.07134
1.70106,1.75504,1.81068,1.86798,1.92691,1.98746,2.0496,2.11329,2.17851,2.2452,2.3133,2.38275,2.45348,2.52541,2.59844,2.67248,2.74742,2.82314,2.89951,2.9764,3.05365,3.13112,3.20865,3.28605,3.36317,3.4398,3.51576,3.59085,3.66486,3.7376,3.80886,3.87842,3.94607
1.64872,1.70104,1.75497,1.81051,1.86762,1.92631,1.98654,2.04827,2.11148,2.17612,2.24213,2.30944,2.378,2.44771,2.5185,2.59026,2.66289,2.73628,2.8103,2.88482,2.9597,3.03479,3.10993,3.18495,3.25969,3.33397,3.40759,3.48037,3.55211,3.62261,3.69167,3.75909,3.82467
1.598,1.64871,1.70098,1.7548,1.81016,1.86704,1.92542,1.98526,2.04652,2.10917,2.17314,2.23839,2.30483,2.3724,2.44101,2.51057,2.58096,2.65209,2.72384,2.79606,2.86864,2.94142,3.01424,3.08696,3.1594,3.23139,3.30275,3.37329,3.44282,3.51115,3.57809,3.64344,3.70699
1.54883,1.59798,1.64865,1.70081,1.75447,1.8096,1.86618,1.92418,1.98356,2.04428,2.10628,2.16952,2.23392,2.29941,2.36591,2.43332,2.50156,2.5705,2.64003,2.71004,2.78038,2.85092,2.92151,2.99199,3.0622,3.13197,3.20113,3.2695,3.3369,3.40313,3.46801,3.53134,3.59294
1.50118,1.54882,1.59792,1.64848,1.70049,1.75392,1.80876,1.86497,1.92253,1.98138,2.04148,2.10277,2.16519,2.22867,2.29312,2.35846,2.42459,2.49141,2.55881,2.62666,2.69484,2.7632,2.83162,2.89993,2.96798,3.03561,3.10264,3.16891,3.23423,3.29842,3.36131,3.42269,3.4824
1.45499,1.50117,1.54876,1.59777,1.64817,1.69996,1.75311,1.8076,1.86338,1.92042,1.97867,2.03808,2.09858,2.1601,2.22257,2.2859,2.34999,2.41476,2.48008,2.54584,2.61193,2.67819,2.7445,2.81071,2.87667,2.94221,3.00719,3.07141,3.13472,3.19694,3.25789,3.31739,3.37526
1.41023,1.45498,1.50111,1.54861,1.59746,1.64766,1.69917,1.75198,1.80605,1.86133,1.91779,1.97537,2.03401,2.09364,2.15419,2.21557,2.27769,2.34047,2.40378,2.46752,2.53157,2.59579,2.66006,2.72423,2.78816,2.85169,2.91466,2.97692,3.03828,3.09858,3.15766,3.21532,3.27141
1.36684,1.41022,1.45493,1.50096,1.54831,1.59697,1.6469,1.69808,1.75048,1.80407,1.85879,1.9146,1.97143,2.02923,2.08791,2.1474,2.20762,2.26846,2.32982,2.3916,2.45368,2.51593,2.57822,2.64042,2.70238,2.76395,2.82499,2.88533,2.9448,3.00325,3.06051,3.1164,3.17076
1.32478,1.36683,1.41016,1.45478,1.50068,1.54783,1.59623,1.64584,1.69663,1.74856,1.8016,1.85569,1.91078,1.96679,2.02367,2.08133,2.1397,2.19867,2.25814,2.31802,2.37819,2.43852,2.4989,2.55918,2.61924,2.67892,2.73807,2.79655,2.8542,2.91085,2.96634,3.02052,3.0732
1.28403,1.32477,1.36678,1.41002,1.45451,1.50021,1.54712,1.5952,1.64443,1.69477,1.74617,1.7986,1.85199,1.90628,1.96141,2.0173,2.07387,2.13102,2.18867,2.2467,2.30502,2.3635,2.42202,2.48045,2.53865,2.5965,2.65383,2.71051,2.76638,2.82129,2.87508,2.92759,2.97865
1.24452,1.28402,1.32473,1.36664,1.40976,1.45406,1.49952,1.54612,1.59384,1.64263,1.69245,1.74326,1.79501,1.84763,1.90107,1.95524,2.01006,2.06546,2.12133,2.17758,2.2341,2.29078,2.3475,2.40413,2.46055,2.51661,2.57218,2.62712,2.68127,2.73449,2.78662,2.83751,2.88701
1.20623,1.24451,1.28397,1.3246,1.36638,1.40932,1.45338,1.49855,1.5448,1.59209,1.64038,1.68963,1.73979,1.79079,1.84258,1.89508,1.94822,2.00191,2.05607,2.11058,2.16537,2.2203,2.27528,2.33017,2.38485,2.43918,2.49305,2.54629,2.59878,2.65036,2.70089,2.75021,2.79818
1.16912,1.20622,1.24447,1.28384,1.32435,1.36596,1.40867,1.45245,1.49727,1.54311,1.58991,1.63765,1.68626,1.7357,1.78589,1.83678,1.88828,1.94032,1.99281,2.04565,2.09875,2.15199,2.20527,2.25847,2.31147,2.36414,2.41634,2.46795,2.51882,2.56882,2.61779,2.6656,2.71209
1.13315,1.16911,1.20618,1.24434,1.2836,1.32394,1.36533,1.40776,1.45121,1.49563,1.541,1.58726,1.63438,1.6823,1.73095,1.78027,1.83019,1.88063,1.9315,1.98271,2.03418,2.08578,2.13743,2.18899,2.24036,2.2914,2.342,2.39202,2.44133,2.48978,2.53725,2.58359,2.62865
