0,1,2.71828
0.00390625,1,2.72892
0.0078125,1,2.7396
0.0117188,1,2.75032
0.015625,1,2.76109
0.0195312,1,2.77189
0.0234375,1,2.78274
0.0273438,1,2.79363
0.03125,1,2.80456
0.0351562,1,2.81553
0.0390625,1,2.82654
0.0429688,1,2.83759
0.046875,1,2.84869
0.0507812,1,2.85982
0.0546875,1,2.871
0.0585938,1,2.88222
0.0625,1,2.89348
0.0664062,1,2.90478
0.0703125,1,2.91612
0.0742188,1,2.92751
0.078125,1,2.93893
0.0820312,1,2.9504
0.0859375,1,2.9619
0.0898438,1,2.97345
0.09375,1,2.98504
0.0976562,1,2.99667
0.101562,1,3.00834
0.105469,1,3.02005
0.109375,1,3.0318
0.113281,1,3.04359
0.117188,1,3.05543
0.121094,1,3.0673
0.125,1,3.07922
0.128906,1,3.09117
0.132812,1,3.10316
0.136719,1,3.1152
0.140625,1,3.12727
0.144531,1,3.13939
0.148438,1,3.15155
0.152344,1,3.16374
0.15625,1,3.17598
0.160156,1,3.18825
0.164062,1,3.20057
0.167969,1,3.21292
0.171875,1,3.22531
0.175781,1,3.23775
0.179688,1,3.25022
0.183594,1,3.26273
0.1875,1,3.27528
0.191406,1,3.28787
0.195312,1,3.3005
0.199219,1,3.31316
0.203125,1,3.32587
0.207031,1,3.33861
0.210938,1,3.3514
0.214844,1,3.36422
0.21875,1,3.37707
0.222656,1,3.38997
0.226562,1,3.4029
0.230469,1,3.41588
0.234375,1,3.42888
0.238281,1,3.44193
0.242188,1,3.45502
0.246094,1,3.46814
0.25,1,3.48129
0.253906,1,3.49449
0.257812,1,3.50772
0.261719,1,3.52099
0.265625,1,3.53429
0.269531,1,3.54763
0.273438,1,3.56101
0.277344,1,3.57442
0.28125,1,3.58786
0.285156,1,3.60135
0.289062,1,3.61486
0.292969,1,3.62841
0.296875,1,3.642
0.300781,1,3.65562
0.304688,1,3.66928
0.308594,1,3.68297
0.3125,1,3.69669
0.316406,1,3.71045
0.320312,1,3.72424
0.324219,1,3.73807
0.328125,1,3.75192
0.332031,1,3.76581
0.335938,1,3.77974
