0,1,2.71828
0.015625,1,2.76109
0.03125,1,2.80456
0.046875,1,2.84869
0.0625,1,2.89348
0.078125,1,2.93893
0.09375,1,2.98504
0.109375,1,3.0318
0.125,1,3.07922
0.140625,1,3.12727
0.15625,1,3.17598
0.171875,1,3.22531
0.1875,1,3.27528
0.203125,1,3.32587
0.21875,1,3.37707
0.234375,1,3.42888
0.25,1,3.48129
0.265625,1,3.53429
0.28125,1,3.58786
0.296875,1,3.642
0.3125,1,3.69669
0.328125,1,3.75192
0.34375,1,3.80768
0.359375,1,3.86395
0.375,1,3.92071
0.390625,1,3.97795
0.40625,1,4.03565
0.421875,1,4.09379
0.4375,1,4.15236
0.453125,1,4.21132
0.46875,1,4.27067
0.484375,1,4.33038
0.5,1,4.39042
0.515625,1,4.45078
0.53125,1,4.51142
0.546875,1,4.57232
0.5625,1,4.63345
0.578125,1,4.6948
0.59375,1,4.75631
0.609375,1,4.81798
0.625,1,4.87977
0.640625,1,4.94164
0.65625,1,5.00356
0.671875,1,5.06551
0.6875,1,5.12744
0.703125,1,5.18933
0.71875,1,5.25114
0.734375,1,5.31282
0.75,1,5.37436
0.765625,1,5.4357
0.78125,1,5.49681
0.796875,1,5.55765
0.8125,1,5.61818
0.828125,1,5.67837
0.84375,1,5.73817
0.859375,1,5.79755
0.875,1,5.85645
0.890625,1,5.91484
0.90625,1,5.97269
0.921875,1,6.02993
0.9375,1,6.08655
0.953125,1,6.14248
0.96875,1,6.1977
0.984375,1,6.25216
1,1,6.30581
0,0.984375,2.67614
0.015625,0.984423,2.71841
0.03125,0.984471,2.76134
0.046875,0.984518,2.80492
0.0625,0.984566,2.84916
0.078125,0.984612,2.89405
0.09375,0.984658,2.93959
0.109375,0.984704,2.98578
0.125,0.984749,3.03261
0.140625,0.984793,3.08008
0.15625,0.984835,3.12818
0.171875,0.984877,3.1769
0.1875,0.984918,3.22625
0.203125,0.984957,3.27621
0.21875,0.984995,3.32678
0.234375,0.985031,3.37794
0.25,0.985066,3.42969
0.265625,0.985099,3.48201
0.28125,0.98513,3.53491
0.296875,0.985159,3.58835
0.3125,0.985187,3.64234
0.328125,0.985213,3.69685
0.34375,0.985236,3.75188
0.359375,0.985258,3.8074
0.375,0.985277,3.86341
0.390625,0.985294,3.91988
0.40625,0.98531,3.9768
0.421875,0.985322,4.03414
0.4375,0.985333,4.0919
0.453125,0.985341,4.15004
0.46875,0.985347,4.20855
0.484375,0.98535,4.2674
0.5,0.985352,4.32658
0.515625,0.98535,4.38605
0.53125,0.985347,4.44579
0.546875,0.985341,4.50578
0.5625,0.985333,4.56599
0.578125,0.985322,4.62639
0.59375,0.98531,4.68695
0.609375,0.985294,4.74765
0.625,0.985277,4.80845
0.640625,0.985258,4.86932
0.65625,0.985236,4.93023
0.671875,0.985213,4.99115
0.6875,0.985187,5.05205
0.703125,0.985159,5.11289
0.71875,0.98513,5.17363
0.734375,0.985099,5.23424
0.75,0.985066,5.29469
0.765625,0.985031,5.35493
0.78125,0.984995,5.41494
0.796875,0.984957,5.47467
0.8125,0.984918,5.53408
0.828125,0.984877,5.59314
0.84375,0.984835,5.65181
0.859375,0.984793,5.71005
0.875,0.984749,5.76781
0.890625,0.984704,5.82506
0.90625,0.984658,5.88175
0.921875,0.984612,5.93786
0.9375,0.984566,5.99333
0.953125,0.984518,6.04812
0.96875,0.984471,6.1022
0.984375,0.984423,6.15552
1,0.984375,6.20804
0,0.96875,2.63465
0.015625,0.968846,2.67639
0.03125,0.968941,2.71879
0.046875,0.969037,2.76183
0.0625,0.969131,2.80552
0.078125,0.969225,2.84986
0.09375,0.969317,2.89484
0.109375,0.969408,2.94046
0.125,0.969497,2.98671
0.140625,0.969585,3.03359
0.15625,0.969671,3.0811
0.171875,0.969754,3.12922
0.1875,0.969835,3.17796
0.203125,0.969913,3.22729
0.21875,0.969989,3.27723
0.234375,0.970062,3.32775
0.25,0.970131,3.37885
0.265625,0.970197,3.43051
0.28125,0.97026,3.48273
0.296875,0.970319,3.53549
0.3125,0.970374,3.58878
0.328125,0.970425,3.64258
0.34375,0.970473,3.69689
0.359375,0.970516,3.75168
0.375,0.970554,3.80694
0.390625,0.970589,3.86266
0.40625,0.970619,3.9188
0.421875,0.970645,3.97536
0.4375,0.970666,4.03232
0.453125,0.970682,4.08965
0.46875,0.970694,4.14733
0.484375,0.970701,4.20534
0.5,0.970703,4.26366
0.515625,0.970701,4.32226
0.53125,0.970694,4.38112
0.546875,0.970682,4.44021
0.5625,0.970666,4.49951
0.578125,0.970645,4.55898
0.59375,0.970619,4.6186
0.609375,0.970589,4.67834
0.625,0.970554,4.73817
