2.71828,2.89348,3.07922,3.27528,3.48129,3.69669,3.92071,4.15236,4.39042,4.63345,4.87977,5.12744,5.37436,5.61818,5.85645,6.08655,6.30581,
2.55359,2.67302,2.79887,2.92749,3.05577,3.18285,3.3136,3.46221,3.64784,3.87551,4.14663,4.44221,4.74681,5.05159,5.35141,5.64294,5.92376,
2.39888,2.4667,2.53675,2.60142,2.65306,2.68701,2.7102,2.75634,2.88402,3.09421,3.40823,3.76606,4.13594,4.50534,4.86848,5.2222,5.56486,
2.25353,2.27742,2.29975,2.30845,2.28835,2.22229,2.10412,1.98891,2.05723,2.22798,2.64406,3.09487,3.54137,3.97982,4.40794,4.82395,5.2277,
2.117,2.10782,2.09494,2.06316,1.98866,1.82882,1.51413,1.05673,1.14636,1.13416,1.86209,2.44399,2.96971,3.47822,3.97172,4.44869,4.91097,
1.98874,1.95893,1.92645,1.8783,1.79224,1.60816,1.08473,1.11545e-06,5.97121e-07,1.23774e-06,1.24207,1.86432,2.42921,3.00441,3.56348,4.0982,4.61343,
1.86825,1.82872,1.79,1.74799,1.71066,1.74372,1.4733e-06,1.34844e-12,3.11033e-13,1.34966e-12,1.35335e-06,1.3561,1.89153,2.5587,3.19037,3.77667,4.33391,
1.75505,1.71272,1.67221,1.62865,1.57451,1.72842e-06,1.66773e-12,1.57108e-18,1.62014e-19,1.43632e-18,1.4078e-12,1.34937e-06,1.23443,2.15977,2.87273,3.4931,4.07134,
1.64872,1.609,1.57192,1.53458,1.49884,7.80726e-07,4.0667e-13,2.1183e-19,3.93573e-25,1.73384e-19,3.32862e-13,6.39029e-07,1.22681,1.98381,2.65718,3.26003,3.82467,
1.54883,1.51588,1.48548,1.45269,1.40562,1.45901e-06,1.51494e-12,1.57498e-18,2.08357e-19,1.57617e-18,1.38494e-12,1.18539e-06,1.13072,1.90144,2.52107,3.07301,3.59294,
1.45499,1.43267,1.41417,1.39807,1.38584,1.3954,1.4494e-06,1.50871e-12,4.00002e-13,1.64101e-12,1.47343e-06,1.145,1.49931,1.97949,2.46103,2.92538,3.37526,
1.36684,1.35735,1.35241,1.35176,1.35658,1.37024,1.38717,1.44704e-06,7.67924e-07,1.677e-06,1.68371,1.57325,1.75164,2.06493,2.42608,2.79915,3.17076,
1.28403,1.28847,1.29763,1.31141,1.33006,1.35341,1.37724,1.39088,1.47427,1.53581,1.65494,1.72238,1.87806,2.11077,2.38661,2.68087,2.97865,
1.20623,1.2252,1.24878,1.27694,1.30971,1.34699,1.38837,1.436,1.50762,1.58728,1.68751,1.79236,1.93592,2.12121,2.33568,2.56518,2.79818,
1.13315,1.16701,1.20529,1.24796,1.29506,1.34672,1.40343,1.46721,1.54273,1.6277,1.72452,1.83219,1.96,2.10976,2.27624,2.45174,2.62865,
1.06449,1.11353,1.16672,1.22403,1.28545,1.35101,1.42098,1.49613,1.57763,1.66517,1.7592,1.85993,1.96961,2.08842,2.21391,2.34227,2.46939,
1,1.06445,1.13278,1.20491,1.2807,1.35994,1.44235,1.52757,1.61515,1.70455,1.79517,1.88628,1.97712,2.06681,2.15447,2.23912,2.31978,
