2.71828,2.76109,2.80456,2.84869,2.89348,2.93893,2.98504,3.0318,3.07922,3.12727,3.17598,3.22531,3.27528,3.32587,3.37707,3.42888,3.48129,3.53429,3.58786,3.642,3.69669,3.75192,3.80768,3.86395,3.92071,3.97795,4.03565,4.09379,4.15236,4.21132,4.27067,4.33038,4.39042,4.45078,4.51142,4.57232,4.63345,4.6948,4.75631,4.81798,4.87977,4.94164,5.00356,5.06551,5.12744,5.18933,5.25114,5.31282,5.37436,5.4357,5.49681,5.55765,5.61818,5.67837,5.73817,5.79755,5.85645,5.91484,5.97269,6.02993,6.08655,6.14248,6.1977,6.25216,6.30581,
2.67614,2.71828,2.76107,2.80452,2.84862,2.89337,2.93876,2.9848,3.03148,3.07879,3.12674,3.17531,3.2245,3.27431,3.32472,3.37572,3.42732,3.4795,3.53224,3.58554,3.63938,3.69375,3.74865,3.80404,3.85992,3.91628,3.97308,4.03032,4.08798,4.14603,4.20446,4.26324,4.32235,4.38177,4.44147,4.50143,4.56162,4.62201,4.68257,4.74328,4.80411,4.86502,4.92599,4.98697,5.04795,5.10888,5.16972,5.23046,5.29103,5.35142,5.41159,5.47149,5.53108,5.59034,5.64921,5.70766,5.76565,5.82314,5.88009,5.93645,5.99218,6.04725,6.10161,6.15523,6.20804,
2.63465,2.67614,2.71827,2.76104,2.80445,2.84851,2.8932,2.93852,2.98448,3.03106,3.07826,3.12608,3.17451,3.22354,3.27317,3.32339,3.37418,3.42555,3.47747,3.52995,3.58296,3.63649,3.69053,3.74506,3.80008,3.85556,3.91148,3.96784,4.0246,4.08175,4.13928,4.19715,4.25534,4.31384,4.37261,4.43164,4.4909,4.55035,4.60998,4.66975,4.72963,4.7896,4.84962,4.90966,4.96969,5.02967,5.08957,5.14936,5.209,5.26846,5.32769,5.38666,5.44533,5.50367,5.56163,5.61917,5.67627,5.73286,5.78893,5.84441,5.89928,5.9535,6.00702,6.0598,6.1118,
2.5938,2.63465,2.67612,2.71823,2.76098,2.80435,2.84834,2.89296,2.93821,2.98407,3.03054,3.07761,3.12529,3.17356,3.22242,3.27186,3.32187,3.37244,3.42356,3.47522,3.52741,3.58011,3.63331,3.687,3.74116,3.79578,3.85084,3.90632,3.96221,4.01847,4.0751,4.13208,4.18937,4.24696,4.30482,4.36294,4.42127,4.4798,4.53851,4.59735,4.6563,4.71534,4.77443,4.83354,4.89264,4.95169,5.01067,5.06953,5.12825,5.18678,5.24509,5.30315,5.36091,5.41834,5.4754,5.53206,5.58826,5.64398,5.69918,5.7538,5.80782,5.8612,5.91389,5.96585,6.01704,
2.55359,2.5938,2.63464,2.67609,2.71817,2.76087,2.80418,2.84811,2.89265,2.9378,2.98355,3.0299,3.07684,3.12436,3.17247,3.22114,3.27037,3.32016,3.37048,3.42134,3.47272,3.5246,3.57698,3.62984,3.68316,3.73693,3.79114,3.84576,3.90078,3.95617,4.01192,4.06801,4.12442,4.18112,4.23808,4.29529,4.35272,4.41035,4.46814,4.52607,4.58411,4.64224,4.70041,4.7586,4.81678,4.87492,4.93298,4.99093,5.04874,5.10636,5.16377,5.22093,5.2778,5.33434,5.39051,5.44629,5.50162,5.55648,5.61082,5.6646,5.71778,5.77033,5.8222,5.87336,5.92376,
2.514,2.55359,2.59379,2.6346,2.67603,2.71806,2.76071,2.80396,2.84781,2.89225,2.9373,2.98292,3.02914,3.07592,3.12328,3.1712,3.21967,3.26868,3.31823,3.3683,3.41888,3.46996,3.52152,3.57356,3.62606,3.679,3.73236,3.78614,3.8403,3.89484,3.94972,4.00494,4.06047,4.11629,4.17238,4.2287,4.28524,4.34197,4.39887,4.4559,4.51304,4.57026,4.62754,4.68483,4.74211,4.79934,4.8565,4.91356,4.97046,5.0272,5.08371,5.13998,5.19597,5.25164,5.30694,5.36185,5.41633,5.47034,5.52383,5.57678,5.62914,5.68087,5.73194,5.7823,5.83192,
2.47502,2.514,2.55358,2.59376,2.63454,2.67592,2.71791,2.76049,2.80366,2.84741,2.89176,2.93668,2.98217,3.02824,3.07486,3.12203,3.16975,3.218,3.26678,3.31608,3.36587,3.41616,3.46693,3.51816,3.56984,3.62196,3.6745,3.72744,3.78076,3.83445,3.88849,3.94285,3.99752,4.05247,4.10769,4.16314,4.2188,4.27466,4.33067,4.38682,4.44307,4.49941,4.55579,4.6122,4.66859,4.72494,4.78121,4.83738,4.8934,4.94926,5.0049,5.0603,5.11541,5.17022,5.22466,5.27872,5.33236,5.38553,5.43819,5.49032,5.54186,5.5928,5.64307,5.69265,5.7415,
2.43665,2.47502,2.51399,2.55354,2.5937,2.63444,2.67577,2.71769,2.76019,2.80327,2.84692,2.89115,2.93594,2.98129,3.02719,3.07363,3.12061,3.16811,3.21614,3.26466,3.31369,3.3632,3.41318,3.46362,3.5145,3.56581,3.61753,3.66965,3.72214,3.775,3.8282,3.88172,3.93555,3.98965,4.044,4.0986,4.1534,4.20838,4.26353,4.31881,4.37419,4.42965,4.48516,4.54069,4.59621,4.65168,4.70708,4.76238,4.81754,4.87252,4.9273,4.98184,5.03611,5.09006,5.14366,5.19689,5.24969,5.30203,5.35388,5.4052,5.45595,5.50609,5.55558,5.6044,5.65249,
2.39888,2.43665,2.47501,2.51396,2.55348,2.59359,2.63429,2.67555,2.7174,2.75981,2.80279,2.84633,2.89042,2.93507,2.98025,3.02598,3.07223,3.119,3.16627,3.21405,3.26232,3.31106,3.36026,3.40992,3.46001,3.51052,3.56144,3.61275,3.66444,3.71648,3.76885,3.82154,3.87453,3.92779,3.98131,4.03505,4.089,4.14314,4.19743,4.25185,4.30637,4.36098,4.41562,4.47029,4.52495,4.57956,4.63411,4.68855,4.74285,4.79698,4.85091,4.90461,4.95803,5.01114,5.06392,5.11631,5.1683,5.21983,5.27088,5.3214,5.37136,5.42072,5.46945,5.51751,5.56486,
2.36168,2.39887,2.43664,2.47498,2.5139,2.55338,2.59344,2.63407,2.67527,2.71702,2.75933,2.8022,2.84561,2.88956,2.93405,2.97906,3.0246,3.07064,3.11718,3.16422,3.21174,3.25972,3.30816,3.35705,3.40637,3.4561,3.50623,3.55674,3.60763,3.65886,3.71042,3.76229,3.81446,3.8669,3.91958,3.97249,4.02561,4.0789,4.13235,4.18593,4.23961,4.29336,4.34717,4.40099,4.4548,4.50856,4.56226,4.61586,4.66932,4.72261,4.77571,4.82857,4.88116,4.93345,4.98541,5.03699,5.08817,5.1389,5.18916,5.2389,5.28808,5.33668,5.38466,5.43197,5.47858,
