2.71828,3.07922,3.48129,3.92071,4.39042,4.87977,5.37436,5.85645,6.30581,
2.39888,2.7174,3.07223,3.46001,3.87453,4.30638,4.74285,5.1683,5.56486,
2.117,2.3981,2.71123,3.05345,3.41926,3.80037,4.18555,4.56101,4.91097,
1.86825,2.11631,2.39266,2.69466,3.01749,3.35381,3.69374,4.02507,4.33391,
1.64872,1.86764,2.11151,2.37803,2.66293,2.95973,3.25971,3.55212,3.82467,
1.45499,1.64819,1.8634,2.0986,2.35002,2.61195,2.87669,3.13473,3.37526,
1.28403,1.45452,1.64445,1.85201,2.07389,2.30504,2.53867,2.76639,2.97865,
1.13315,1.28361,1.45122,1.63439,1.8302,2.03419,2.24036,2.44133,2.62865,
1,1.13278,1.2807,1.44235,1.61515,1.79517,1.97712,2.15447,2.31978,
