2.44509,2.61763,2.79573,2.98017,3.17201,3.3721,3.58061,3.79747,4.02321,4.2516,4.48825,4.73019,4.97492,5.21963,5.46045,5.69309,5.91364,
2.28317,2.44493,2.6113,2.78315,2.96179,3.14838,3.34287,3.54484,3.75854,3.96859,4.19084,4.41797,4.648,4.87863,5.10586,5.3252,5.53269,
2.13687,2.28815,2.4424,2.60072,2.76525,2.93845,3.11923,3.30176,3.51832,3.69348,3.90775,4.12096,4.33731,4.55644,4.773,4.98132,5.17705,
2.00664,2.14767,2.28919,2.43216,2.58032,2.7413,2.9141,3.04466,3.33903,3.39814,3.64377,3.83782,4.03965,4.25129,4.46135,4.66146,4.84681,
1.89364,2.02483,2.15306,2.27727,2.40165,2.55146,2.77026,2.64251,3.41337,2.93402,3.44832,3.56289,3.74703,3.96133,4.17185,4.36707,4.5434,
1.79942,1.92197,2.03838,2.13993,2.21545,2.31063,2.99084,0.0566973,0.0353684,0.0663917,3.66852,3.23341,3.43821,3.6879,3.90911,4.10165,4.26964,
1.72423,1.84124,1.95492,2.04528,2.02642,1.50164,0.0449434,0.00102036,0.000376558,0.00126283,0.0594907,2.27814,3.09762,3.45494,3.68579,3.87026,4.02837,
1.66313,1.77888,1.91014,2.07551,2.35911,0.0388427,0.000840482,1.86783e-05,4.19613e-06,2.42398e-05,0.001153,0.0554352,3.23153,3.35971,3.51898,3.67412,3.81825,
1.60364,1.7151,1.84569,2.00219,2.18652,0.022674,0.00024349,2.78968e-06,1.37622e-07,3.95726e-06,0.000349856,0.0327028,3.15553,3.24397,3.3658,3.49736,3.62856,
1.54021,1.64545,1.7689,1.91486,2.09284,0.0417863,0.000831788,1.66617e-05,2.81916e-06,2.14921e-05,0.0011259,0.0589623,3.01373,3.10479,3.21181,3.3288,3.44971,
1.472,1.57004,1.68236,1.80845,1.94336,2.06228,0.0411324,0.000828777,0.000243624,0.00101654,0.0532561,2.84866,2.88126,2.95898,3.05624,3.16369,3.27634,
1.40097,1.49203,1.59403,1.70542,1.82217,1.93667,2.0493,0.0414851,0.0225143,0.0481327,2.4748,2.62263,2.71324,2.80242,2.89834,3.00031,3.10624,
1.32932,1.41409,1.50754,1.60847,1.71479,1.82455,1.9406,2.07587,2.16157,2.31493,2.36777,2.46351,2.55566,2.64737,2.74181,2.83945,2.93946,
1.25867,1.3378,1.42414,1.51688,1.61484,1.71704,1.82355,1.93378,2.034,2.14256,2.22749,2.31709,2.407,2.49732,2.58901,2.68234,2.77678,
1.18996,1.264,1.34427,1.43017,1.52087,1.61544,1.71297,1.81174,1.9079,2.00332,2.09163,2.17889,2.26591,2.35316,2.44112,2.52986,2.61892,
1.12368,1.19308,1.26807,1.34816,1.43261,1.52051,1.61073,1.70177,1.79176,1.88012,1.96533,2.04898,2.13204,2.21512,2.29859,2.38245,2.46628,
1.05996,1.12514,1.19554,1.2707,1.34991,1.43228,1.51668,1.60171,1.68591,1.76845,1.8486,1.92721,2.00517,2.08311,2.16142,2.24013,2.31886,
